[2026-04-27T16:41:25.890Z] GET http://localhost:5174/Misal-Online/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=6f92c15b → pending (?ms, ?B)
[2026-04-27T16:41:25.890Z] GET http://localhost:5174/Misal-Online/node_modules/.vite/deps/react.js?v=6f92c15b → pending (?ms, ?B)
[2026-04-27T16:41:25.890Z] GET http://localhost:5174/Misal-Online/node_modules/.vite/deps/react-dom_client.js?v=6f92c15b → pending (?ms, ?B)
[2026-04-27T16:41:25.890Z] GET http://localhost:5174/Misal-Online/src/App.jsx → pending (?ms, ?B)
[2026-04-27T16:41:25.890Z] GET http://localhost:5174/Misal-Online/src/styles/theme.css → pending (?ms, ?B)
[2026-04-27T16:41:25.907Z] GET http://localhost:5174/Misal-Online/node_modules/.vite/deps/chunk-2YIMICFJ.js?v=6f92c15b → 200 (17ms, 79217B)
[2026-04-27T16:41:25.907Z] GET http://localhost:5174/Misal-Online/node_modules/.vite/deps/chunk-BCXODTBQ.js?v=6f92c15b → 200 (50ms, 928036B)
[2026-04-27T16:41:25.918Z] GET http://localhost:5174/Misal-Online/node_modules/vite/dist/client/env.mjs → 200 (25ms, 4021B)
[2026-04-27T16:41:25.919Z] GET http://localhost:5174/Misal-Online/src/data/portfolioData.js → 200 (27ms, 45774B)
[2026-04-27T16:41:25.989Z] GET https://fonts.googleapis.com/css2?family=Space+Grotesk:wght@400;500;600;700&family=Space+Mono:wght@400;700&display=swap → 200 (1ms, 7680B)
[2026-04-27T16:41:25.990Z] GET https://fonts.gstatic.com/s/spacegrotesk/v22/V8mDoQDjQSkFtoMM3T6r8E7mPbF4Cw.woff2 → 200 (?ms, ?B)
[2026-04-27T16:41:25.991Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dPIFZifjKcF5UAWdDRYEF8RQ.woff2 → 200 (?ms, ?B)
[2026-04-27T16:41:25.991Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dMIFZifjKcF5UAWdDRaPpZUFWaHg.woff2 → 200 (?ms, ?B)
[2026-04-27T16:41:26.032Z] GET http://localhost:5174/Misal-Online/src/components/Topology/Topology.jsx → 200 (17ms, 25867B)
[2026-04-27T16:41:26.032Z] GET http://localhost:5174/Misal-Online/src/components/Inspector/Inspector.jsx → 200 (18ms, 21512B)
[2026-04-27T16:42:23.071Z] GET http://localhost:5174/Misal-Online/ → 204 (259ms, ?B)
[2026-04-27T16:42:23.331Z] GET http://localhost:5174/Misal-Online/ → 200 (6ms, 793B)
[2026-04-27T16:42:23.343Z] GET http://localhost:5174/@vite/client → 200 (57ms, 137703B)
[2026-04-27T16:42:23.343Z] GET http://localhost:5174/src/main.jsx → 200 (37ms, 2209B)
[2026-04-27T16:42:23.344Z] GET http://localhost:5174/@react-refresh → 200 (40ms, 117548B)
[2026-04-27T16:42:23.382Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=6f92c15b → 200 (4ms, 36963B)
[2026-04-27T16:42:23.382Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=6f92c15b → 200 (4ms, 155B)
[2026-04-27T16:42:23.382Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=6f92c15b → 200 (5ms, 1054B)
[2026-04-27T16:42:23.382Z] GET http://localhost:5174/src/App.jsx → 200 (12ms, 94165B)
[2026-04-27T16:42:23.382Z] GET http://localhost:5174/src/styles/theme.css → 200 (11ms, 3441B)
[2026-04-27T16:42:23.387Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-2YIMICFJ.js?v=6f92c15b → 200 (3ms, 79217B)
[2026-04-27T16:42:23.387Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-BCXODTBQ.js?v=6f92c15b → 200 (19ms, 928023B)
